Ente;Confinanti;Data inizio;Positivi 2020/03/25;Data massimo positivi durante chiusura;Massimo positivi durante chiusura;Data fine chiusura;Positivi fine chiusura;Data inizio zona rossa;Positivi inizio zona rossa;Data massimo positivi seconda ondata;Massimo positivi seconda ondata;Data inizio zona arancione;Positivi inizio zona arancione;Data inizio zona gialla;Positivi inizio zona gialla;Data ultimo giorno;Positivi 2021/01/16;Data massimo positivi;Massimo positivi;Data massima variazione;Massima variazione;Data inizio;Positivi per 1000 abitanti 2020/03/25;Data massimo positivi per 1000 abitanti durante chiusura;Massimo positivi per 1000 abitanti durante chiusura;Data fine chiusura;Positivi per 1000 abitanti fine chiusura;Data inizio zona rossa;Positivi per 1000 abitanti inizio zona rossa;Data massimo positivi per 1000 abitanti seconda ondata;Massimo positivi per 1000 abitanti seconda ondata;Data inizio zona arancione;Positivi per 1000 abitanti inizio zona arancione;Data inizio zona gialla;Positivi per 1000 abitanti inizio zona gialla;Data ultimo giorno;Positivi per 1000 abitanti 2021/01/16;Data massimo positivi per 1000 abitanti;Massimo positivi per 1000 abitanti;Data massima variazione per 1000 abitanti;Massima variazione per 1000 abitanti;Tipo
Avigliana;Reano,Almese,Buttigliera Alta,Trana,Caselette,Giaveno,Villar Dora,Valgioie,Sant'Ambrogio di Torino;2020/03/25;15;2020/05/04;42;2020/05/18;24;2020/11/03;69;2020/11/18;167;2020/11/27;100;2020/12/12;58;2021/01/16;41;2020/11/18;167;2020/11/06;18;2020/03/25;1.19;2020/05/04;3.34;2020/05/18;1.91;2020/11/03;5.49;2020/11/18;13.29;2020/11/27;7.96;2020/12/12;4.62;2021/01/16;3.26;2020/11/18;13.29;2020/11/06;1.43;COM
Avolasca;Garbagna,Casasco,Costa Vescovato,Montegioco,Montemarzino,Castellania Coppi;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;0;2020/11/12;2;2020/11/27;1;2020/12/12;0;2021/01/16;0;2020/11/12;2;2020/11/10;1;2020/03/25;3.82;2020/03/25;3.82;2020/05/18;0.0;2020/11/03;0.0;2020/11/12;7.63;2020/11/27;3.82;2020/12/12;0.0;2021/01/16;0.0;2020/11/12;7.63;2020/11/10;3.82;COM
Azeglio;Caravino,Settimo Rottaro,Bollengo,Albiano d'Ivrea,Piverone,Borgo d'Ale,Viverone,Palazzo Canavese;2020/03/25;0;2020/04/09;3;2020/05/18;1;2020/11/03;15;2020/11/19;29;2020/11/27;21;2020/12/12;5;2021/01/16;0;2020/11/19;29;2020/10/25;5;2020/03/25;0.0;2020/04/09;2.38;2020/05/18;0.79;2020/11/03;11.92;2020/11/19;23.05;2020/11/27;16.69;2020/12/12;3.97;2021/01/16;0.0;2020/11/19;23.05;2020/11/17;3.98;COM
Azzano d'Asti;Rocca d'Arazzo,Asti;2020/03/25;1;2020/03/25;1;2020/05/18;1;2020/11/03;3;2020/12/20;10;2020/11/27;5;2020/12/12;4;2021/01/16;4;2020/12/20;10;2020/10/25;2;2020/03/25;2.72;2020/03/25;2.72;2020/05/18;2.72;2020/11/03;8.15;2020/12/20;27.17;2020/11/27;13.59;2020/12/12;10.87;2021/01/16;10.87;2020/12/20;27.17;2020/12/18;5.44;COM
Baceno;Formazza,Premia,Crodo,Varzo;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;13;2020/12/04;21;2020/11/27;15;2020/12/12;14;2021/01/16;10;2020/12/04;21;2020/11/19;4;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;14.49;2020/12/04;23.41;2020/11/27;16.72;2020/12/12;15.61;2021/01/16;11.15;2020/12/04;23.41;2020/11/19;4.46;COM
Bagnasco;Nucetto,Priola,Perlo,Battifollo,Viola,Lisio;2020/03/25;2;2020/03/25;2;2020/05/18;0;2020/11/03;1;2020/11/25;13;2020/11/27;12;2020/12/12;9;2021/01/16;3;2020/11/25;13;2020/11/14;3;2020/03/25;1.96;2020/03/25;1.96;2020/05/18;0.0;2020/11/03;0.98;2020/11/25;12.75;2020/11/27;11.76;2020/12/12;8.82;2021/01/16;2.94;2020/11/25;12.75;2020/11/25;2.95;COM
Bagnolo Piemonte;Bibiana,Barge,Ostana,Villar Pellice,Crissolo,Luserna San Giovanni,Cavour,RorÃ ;2020/03/25;1;2020/05/04;27;2020/05/18;20;2020/11/03;25;2020/11/22;81;2020/11/27;73;2020/12/12;37;2021/01/16;18;2020/11/22;81;2020/11/06;10;2020/03/25;0.17;2020/05/04;4.54;2020/05/18;3.36;2020/11/03;4.2;2020/11/22;13.61;2020/11/27;12.26;2020/12/12;6.22;2021/01/16;3.02;2020/11/22;13.61;2020/11/06;1.68;COM
Bairo;Ozegna,Torre Canavese,Castellamonte,AgliÃ¨;2020/03/25;0;2020/05/03;19;2020/05/18;14;2020/11/03;11;2020/11/10;23;2020/11/27;8;2020/12/12;3;2021/01/16;3;2020/11/10;23;2020/04/25;11;2020/03/25;0.0;2020/05/03;23.75;2020/05/18;17.5;2020/11/03;13.75;2020/11/10;28.75;2020/11/27;10.0;2020/12/12;3.75;2021/01/16;3.75;2020/11/10;28.75;2020/04/25;13.75;COM
Balangero;Cafasse,Mathi,Coassolo Torinese,Corio,Lanzo Torinese;2020/03/25;6;2020/04/08;12;2020/05/18;6;2020/11/03;31;2020/11/18;54;2020/11/27;34;2020/12/12;16;2021/01/16;13;2020/11/18;54;2020/12/17;11;2020/03/25;1.9;2020/04/08;3.79;2020/05/18;1.9;2020/11/03;9.8;2020/11/18;17.07;2020/11/27;10.75;2020/12/12;5.06;2021/01/16;4.11;2020/11/18;17.07;2020/12/17;3.48;COM
Baldichieri d'Asti;Villafranca d'Asti,Castellero,Tigliole,Asti,Monale;2020/03/25;0;2020/04/20;1;2020/05/18;1;2020/11/03;12;2020/11/10;15;2020/11/27;9;2020/12/12;3;2021/01/16;5;2020/11/10;15;2020/10/29;3;2020/03/25;0.0;2020/04/20;0.88;2020/05/18;0.88;2020/11/03;10.57;2020/11/10;13.22;2020/11/27;7.93;2020/12/12;2.64;2021/01/16;4.41;2020/11/10;13.22;2020/10/29;2.64;COM
Baldissero Canavese;Vidracco,Castellamonte,Vistrorio,Strambinello,Torre Canavese;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;4;2020/11/29;8;2020/11/27;6;2020/12/12;6;2021/01/16;2;2020/11/29;8;2020/11/27;3;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;7.38;2020/11/29;14.76;2020/11/27;11.07;2020/12/12;11.07;2021/01/16;3.69;2020/11/29;14.76;2020/11/27;5.53;COM
Baldissero Torinese;Pavarolo,Castiglione Torinese,Torino,Pino Torinese,San Mauro Torinese,Chieri;2020/03/25;5;2020/04/14;10;2020/05/18;4;2020/11/03;34;2020/11/20;46;2020/11/27;36;2020/12/12;16;2021/01/16;12;2020/11/20;46;2020/11/14;5;2020/03/25;1.36;2020/04/14;2.72;2020/05/18;1.09;2020/11/03;9.24;2020/11/20;12.5;2020/11/27;9.78;2020/12/12;4.35;2021/01/16;3.26;2020/11/20;12.5;2020/11/17;1.36;COM
Baldissero d'Alba;Corneliano d'Alba,Sommariva Perno,Ceresole Alba,Sommariva del Bosco,Montaldo Roero;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/24;18;2020/11/27;15;2020/12/12;4;2021/01/16;4;2020/11/24;18;2020/11/10;4;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/24;16.98;2020/11/27;14.15;2020/12/12;3.77;2021/01/16;3.77;2020/11/24;16.98;2020/11/10;3.78;COM
Balme;Lemie,Ala di Stura,Groscavallo,Usseglio;2020/03/25;0;2020/04/05;1;2020/05/18;0;2020/11/03;1;2020/11/04;1;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/04/05;1;2020/04/05;1;2020/03/25;0.0;2020/04/05;9.01;2020/05/18;0.0;2020/11/03;9.01;2020/11/04;9.01;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/04/05;9.01;2020/04/05;9.01;COM
Balmuccia;Scopa,Cravagliana,Rossa,Boccioleto,Vocca;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/12;1;2020/11/27;1;2020/12/12;1;2021/01/16;0;2020/11/12;1;2020/11/12;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/12;8.93;2020/11/27;8.93;2020/12/12;8.93;2021/01/16;0.0;2020/11/12;8.93;2020/11/12;8.93;COM
Balocco;Formigliana,Carisio,San Giacomo Vercellese,Buronzo,Villarboit;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;1;2020/11/19;7;2020/11/27;3;2020/12/12;2;2021/01/16;0;2020/11/19;7;2020/11/10;3;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;4.41;2020/11/19;30.84;2020/11/27;13.22;2020/12/12;8.81;2021/01/16;0.0;2020/11/19;30.84;2020/11/10;13.21;COM
Balzola;Costanzana,Villanova Monferrato,Rive,Casale Monferrato,Morano sul Po;2020/03/25;1;2020/04/18;4;2020/05/18;2;2020/11/03;5;2020/11/19;41;2020/11/27;18;2020/12/12;9;2021/01/16;2;2020/11/19;41;2020/11/13;31;2020/03/25;0.74;2020/04/18;2.97;2020/05/18;1.48;2020/11/03;3.71;2020/11/19;30.44;2020/11/27;13.36;2020/12/12;6.68;2021/01/16;1.48;2020/11/19;30.44;2020/11/13;23.02;COM
Banchette;Fiorano Canavese,Salerano Canavese,Samone,Pavone Canavese,Ivrea;2020/03/25;2;2020/04/11;5;2020/05/18;1;2020/11/03;19;2020/11/18;41;2020/11/27;32;2020/12/12;20;2021/01/16;21;2020/11/18;41;2020/11/02;6;2020/03/25;0.62;2020/04/11;1.54;2020/05/18;0.31;2020/11/03;5.87;2020/11/18;12.66;2020/11/27;9.88;2020/12/12;6.17;2021/01/16;6.48;2020/11/18;12.66;2020/11/02;1.85;COM
Bannio Anzino;Fobello,Calasca-Castiglione,Vanzone con San Carlo,Ceppo Morelli,Rimella,Carcoforo;2020/03/25;0;2020/04/09;1;2020/05/18;0;2020/11/03;0;2020/11/25;9;2020/11/27;9;2020/12/12;0;2021/01/16;8;2020/11/25;9;2021/01/08;5;2020/03/25;0.0;2020/04/09;2.09;2020/05/18;0.0;2020/11/03;0.0;2020/11/25;18.83;2020/11/27;18.83;2020/12/12;0.0;2021/01/16;16.74;2020/11/25;18.83;2021/01/08;10.46;COM
Barbania;Vauda Canavese,Busano,Rocca Canavese,Rivara,San Carlo Canavese,Levone;2020/03/25;0;2020/05/11;6;2020/05/18;5;2020/11/03;11;2020/11/25;23;2020/11/27;21;2020/12/12;6;2021/01/16;6;2020/11/25;23;2020/11/12;5;2020/03/25;0.0;2020/05/11;3.74;2020/05/18;3.12;2020/11/03;6.86;2020/11/25;14.34;2020/11/27;13.09;2020/12/12;3.74;2021/01/16;3.74;2020/11/25;14.34;2020/11/12;3.12;COM
Barbaresco;Treiso,Alba,Guarene,Castagnito,Neive;2020/03/25;1;2020/03/28;2;2020/05/18;0;2020/11/03;3;2020/11/10;7;2020/11/27;2;2020/12/12;0;2021/01/16;1;2020/11/10;7;2020/10/21;2;2020/03/25;1.59;2020/03/28;3.17;2020/05/18;0.0;2020/11/03;4.76;2020/11/10;11.11;2020/11/27;3.17;2020/12/12;0.0;2021/01/16;1.59;2020/11/10;11.11;2020/11/07;3.18;COM
Bardonecchia;Exilles,Oulx;2020/03/25;2;2020/04/25;24;2020/05/18;1;2020/11/03;13;2020/11/17;42;2020/11/27;36;2020/12/12;7;2021/01/16;10;2020/11/17;42;2020/04/13;6;2020/03/25;0.64;2020/04/25;7.62;2020/05/18;0.32;2020/11/03;4.13;2020/11/17;13.34;2020/11/27;11.43;2020/12/12;2.22;2021/01/16;3.18;2020/11/17;13.34;2020/04/13;1.91;COM
Barengo;Cavaglietto,Briona,Momo,Fara Novarese,Cavaglio d'Agogna,Vaprio d'Agogna;2020/03/25;0;2020/04/07;2;2020/05/18;0;2020/11/03;2;2020/11/16;6;2020/11/27;5;2020/12/12;1;2021/01/16;4;2020/11/16;6;2020/12/31;3;2020/03/25;0.0;2020/04/07;2.54;2020/05/18;0.0;2020/11/03;2.54;2020/11/16;7.61;2020/11/27;6.35;2020/12/12;1.27;2021/01/16;5.08;2020/11/16;7.61;2020/12/31;3.81;COM
Barge;Bagnolo Piemonte,Revello,Sanfront,Paesana,Ostana,Envie,Cavour,Villafranca Piemonte,CardÃ¨;2020/03/25;3;2020/04/27;30;2020/05/18;7;2020/11/03;24;2020/11/24;89;2020/11/27;78;2020/12/12;49;2021/01/16;9;2020/11/24;89;2020/04/22;9;2020/03/25;0.39;2020/04/27;3.94;2020/05/18;0.92;2020/11/03;3.15;2020/11/24;11.69;2020/11/27;10.24;2020/12/12;6.43;2021/01/16;1.18;2020/11/24;11.69;2020/04/22;1.19;COM
Barolo;Novello,Monforte d'Alba,Castiglione Falletto,La Morra,Narzole;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;3;2020/11/13;11;2020/11/27;4;2020/12/12;0;2021/01/16;1;2020/11/13;11;2020/11/10;4;2020/03/25;1.45;2020/03/25;1.45;2020/05/18;0.0;2020/11/03;4.35;2020/11/13;15.94;2020/11/27;5.8;2020/12/12;0.0;2021/01/16;1.45;2020/11/13;15.94;2020/11/10;5.79;COM
Barone Canavese;Orio Canavese,Candia Canavese,Mercenasco,Caluso,San Giorgio Canavese;2020/03/25;0;2020/03/31;1;2020/05/18;1;2020/11/03;3;2020/11/20;9;2020/11/27;6;2020/12/12;2;2021/01/16;0;2020/11/20;9;2020/10/23;2;2020/03/25;0.0;2020/03/31;1.7;2020/05/18;1.7;2020/11/03;5.09;2020/11/20;15.28;2020/11/27;10.19;2020/12/12;3.4;2021/01/16;0.0;2020/11/20;15.28;2020/10/23;3.4;COM
Basaluzzo;Fresonara,Capriata d'Orba,Francavilla Bisio,Pasturana,Bosco Marengo,Novi Ligure;2020/03/25;3;2020/04/14;9;2020/05/18;7;2020/11/03;6;2020/12/09;72;2020/11/27;28;2020/12/12;59;2021/01/16;1;2020/12/09;72;2020/12/01;18;2020/03/25;1.45;2020/04/14;4.35;2020/05/18;3.38;2020/11/03;2.9;2020/12/09;34.77;2020/11/27;13.52;2020/12/12;28.49;2021/01/16;0.48;2020/12/09;34.77;2020/12/01;8.69;COM
Bassignana;Rivarone,Alluvioni Piovera,Valenza,Montecastello,Pecetto di Valenza,Isola Sant'Antonio;2020/03/25;3;2020/04/07;8;2020/05/18;5;2020/11/03;12;2020/12/03;62;2020/11/27;29;2020/12/12;38;2021/01/16;14;2020/12/03;62;2020/12/03;23;2020/03/25;1.79;2020/04/07;4.78;2020/05/18;2.99;2020/11/03;7.17;2020/12/03;37.04;2020/11/27;17.32;2020/12/12;22.7;2021/01/16;8.36;2020/12/03;37.04;2020/12/03;13.74;COM
Bastia MondovÃ¬;MondovÃ¬,Clavesana,CarrÃ¹,CigliÃ¨;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;13;2020/11/04;13;2020/11/27;9;2020/12/12;2;2021/01/16;0;2020/10/29;13;2020/10/21;4;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;19.49;2020/11/04;19.49;2020/11/27;13.49;2020/12/12;3.0;2021/01/16;0.0;2020/10/29;19.49;2020/10/21;5.99;COM
Battifollo;Scagnello,Bagnasco,Nucetto,Ceva,Lisio;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;2;2020/11/26;4;2020/11/27;4;2020/12/12;1;2021/01/16;0;2020/10/05;20;2020/10/04;10;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;9.43;2020/11/26;18.87;2020/11/27;18.87;2020/12/12;4.72;2021/01/16;0.0;2020/10/05;94.34;2020/10/04;47.17;COM
Baveno;Stresa,Gravellona Toce,Verbania;2020/03/25;5;2020/04/08;11;2020/05/18;2;2020/11/03;33;2020/11/19;57;2020/11/27;54;2020/12/12;25;2021/01/16;18;2020/11/19;57;2020/10/15;9;2020/03/25;1.02;2020/04/08;2.24;2020/05/18;0.41;2020/11/03;6.71;2020/11/19;11.59;2020/11/27;10.98;2020/12/12;5.08;2021/01/16;3.66;2020/11/19;11.59;2020/10/15;1.83;COM
Bee;Premeno,Arizzano,Vignone,Ghiffa;2020/03/25;0;2020/04/02;2;2020/05/18;0;2020/11/03;5;2020/12/10;8;2020/11/27;7;2020/12/12;7;2021/01/16;0;2020/12/10;8;2020/11/25;2;2020/03/25;0.0;2020/04/02;2.65;2020/05/18;0.0;2020/11/03;6.62;2020/12/10;10.6;2020/11/27;9.27;2020/12/12;9.27;2021/01/16;0.0;2020/12/10;10.6;2020/11/25;2.65;COM
Beinasco;Torino,Nichelino,Orbassano;2020/03/25;19;2020/04/24;122;2020/05/18;30;2020/11/03;212;2020/11/17;372;2020/11/27;234;2020/12/12;115;2021/01/16;115;2020/11/17;372;2020/11/07;32;2020/03/25;1.06;2020/04/24;6.8;2020/05/18;1.67;2020/11/03;11.82;2020/11/17;20.74;2020/11/27;13.05;2020/12/12;6.41;2021/01/16;6.41;2020/11/17;20.74;2020/11/07;1.78;COM
Beinette;Cuneo,Peveragno,Morozzo,Margarita,Chiusa di Pesio;2020/03/25;1;2020/04/19;10;2020/05/18;3;2020/11/03;33;2020/11/09;45;2020/11/27;42;2020/12/12;21;2021/01/16;17;2020/11/09;45;2021/01/10;10;2020/03/25;0.29;2020/04/19;2.9;2020/05/18;0.87;2020/11/03;9.57;2020/11/09;13.05;2020/11/27;12.18;2020/12/12;6.09;2021/01/16;4.93;2020/11/09;13.05;2021/01/10;2.9;COM
Belforte Monferrato;Ovada,Tagliolo Monferrato;2020/03/25;1;2020/05/03;4;2020/05/18;0;2020/11/03;4;2020/11/15;7;2020/11/27;0;2020/12/12;1;2021/01/16;0;2020/11/15;7;2020/04/08;1;2020/03/25;1.97;2020/05/03;7.89;2020/05/18;0.0;2020/11/03;7.89;2020/11/15;13.81;2020/11/27;0.0;2020/12/12;1.97;2021/01/16;0.0;2020/11/15;13.81;2020/04/30;1.98;COM
Belgirate;Stresa,Lesa;2020/03/25;0;2020/04/17;19;2020/05/18;1;2020/11/03;5;2020/11/11;8;2020/11/27;2;2020/12/12;1;2021/01/16;3;2020/04/17;19;2020/04/11;5;2020/03/25;0.0;2020/04/17;37.77;2020/05/18;1.99;2020/11/03;9.94;2020/11/11;15.9;2020/11/27;3.98;2020/12/12;1.99;2021/01/16;5.96;2020/04/17;37.77;2020/04/11;9.94;COM
Bellino;Prazzo,Acceglio,Elva,Pontechianale,Casteldelfino;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/12/08;3;2020/11/27;0;2020/12/12;2;2021/01/16;0;2020/12/08;3;2020/11/29;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/12/08;28.85;2020/11/27;0.0;2020/12/12;19.23;2021/01/16;0.0;2020/12/08;28.85;2020/11/29;9.62;COM
Bellinzago Novarese;Caltignaga,Cameri,Momo,Oleggio;2020/03/25;12;2020/04/22;35;2020/05/18;12;2020/11/03;94;2020/11/16;167;2020/11/27;146;2020/12/12;39;2021/01/16;29;2020/11/16;167;2020/10/28;29;2020/03/25;1.25;2020/04/22;3.65;2020/05/18;1.25;2020/11/03;9.81;2020/11/16;17.43;2020/11/27;15.24;2020/12/12;4.07;2021/01/16;3.03;2020/11/16;17.43;2020/10/28;3.03;COM
Belvedere Langhe;Farigliano,Clavesana,Bonvicino,Dogliani,Murazzano;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;2;2020/11/25;12;2020/11/27;11;2020/12/12;1;2021/01/16;0;2020/11/25;12;2020/12/19;5;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;5.43;2020/11/25;32.61;2020/11/27;29.89;2020/12/12;2.72;2021/01/16;0.0;2020/11/25;32.61;2020/12/19;13.58;COM
Belveglio;Cortiglione,Vinchio,Mombercelli,Rocchetta Tanaro;2020/03/25;3;2020/04/06;4;2020/05/18;0;2020/11/03;1;2020/11/12;6;2020/11/27;3;2020/12/12;2;2021/01/16;0;2020/11/12;6;2020/11/04;2;2020/03/25;9.23;2020/04/06;12.31;2020/05/18;0.0;2020/11/03;3.08;2020/11/12;18.46;2020/11/27;9.23;2020/12/12;6.15;2021/01/16;0.0;2020/11/12;18.46;2020/11/04;6.15;COM
Bene Vagienna;Piozzo,TrinitÃ ,Salmour,CarrÃ¹,Magliano Alpi,Lequio Tanaro,Fossano,Narzole;2020/03/25;1;2020/04/20;5;2020/05/18;3;2020/11/03;21;2020/11/22;33;2020/11/27;29;2020/12/12;14;2021/01/16;5;2020/11/22;33;2020/11/21;4;2020/03/25;0.27;2020/04/20;1.36;2020/05/18;0.82;2020/11/03;5.73;2020/11/22;9.0;2020/11/27;7.91;2020/12/12;3.82;2021/01/16;1.36;2020/11/22;9.0;2020/11/21;1.09;COM
Benevello;Alba,Diano d'Alba,Rodello,Borgomale,Lequio Berria;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/12/08;4;2020/11/27;2;2020/12/12;3;2021/01/16;0;2020/12/08;4;2020/11/07;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/12/08;8.4;2020/11/27;4.2;2020/12/12;6.3;2021/01/16;0.0;2020/12/08;8.4;2020/11/07;2.1;COM
Benna;Candelo,Verrone,Cossato,Mottalciata,Massazza;2020/03/25;1;2020/04/26;5;2020/05/18;3;2020/11/03;3;2020/11/27;18;2020/11/27;18;2020/12/12;8;2021/01/16;1;2020/11/27;18;2020/11/27;5;2020/03/25;0.85;2020/04/26;4.27;2020/05/18;2.56;2020/11/03;2.56;2020/11/27;15.36;2020/11/27;15.36;2020/12/12;6.83;2021/01/16;0.85;2020/11/27;15.36;2020/11/27;4.27;COM
Bergamasco;Oviglio,Carentino,Castelnuovo Belbo,Incisa Scapaccino,Bruno;2020/03/25;4;2020/04/05;7;2020/05/18;2;2020/11/03;6;2020/11/18;10;2020/11/27;4;2020/12/12;1;2021/01/16;0;2020/11/18;10;2020/03/29;2;2020/03/25;5.56;2020/04/05;9.72;2020/05/18;2.78;2020/11/03;8.33;2020/11/18;13.89;2020/11/27;5.56;2020/12/12;1.39;2021/01/16;0.0;2020/11/18;13.89;2020/10/30;2.78;COM
Bergolo;Torre Bormida,Levice,Pezzolo Valle Uzzone,Cortemilia;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/20;1;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/11/20;1;2020/11/20;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/20;17.86;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/11/20;17.86;2020/11/20;17.86;COM
Bernezzo;Cervasca,Rittana,Valgrana,Caraglio,Roccasparvera;2020/03/25;5;2020/04/04;12;2020/05/18;1;2020/11/03;41;2020/11/24;80;2020/11/27;70;2020/12/12;24;2021/01/16;11;2020/11/24;80;2020/11/15;12;2020/03/25;1.2;2020/04/04;2.89;2020/05/18;0.24;2020/11/03;9.87;2020/11/24;19.25;2020/11/27;16.84;2020/12/12;5.77;2021/01/16;2.65;2020/11/24;19.25;2020/11/15;2.89;COM
Berzano di San Pietro;Albugnano,Aramengo,Casalborgone,Cinzano,Moncucco Torinese;2020/03/25;0;2020/04/18;3;2020/05/18;0;2020/11/03;0;2020/11/19;4;2020/11/27;3;2020/12/12;0;2021/01/16;2;2020/11/19;4;2020/11/19;3;2020/03/25;0.0;2020/04/18;7.23;2020/05/18;0.0;2020/11/03;0.0;2020/11/19;9.64;2020/11/27;7.23;2020/12/12;0.0;2021/01/16;4.82;2020/11/19;9.64;2020/11/19;7.23;COM
Berzano di Tortona;Sarezzano,Viguzzolo,Monleale,Volpeglino;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;2;2020/11/04;2;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/10/22;2;2020/10/17;1;2020/03/25;6.49;2020/03/25;6.49;2020/05/18;0.0;2020/11/03;12.99;2020/11/04;12.99;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/10/22;12.99;2020/10/22;6.5;COM
Beura-Cardezza;Vogogna,Trontano,Pallanzeno,Domodossola,Villadossola,Premosello-Chiovenda;2020/03/25;1;2020/04/09;7;2020/05/18;1;2020/11/03;13;2020/11/14;24;2020/11/27;15;2020/12/12;5;2021/01/16;6;2020/11/14;24;2020/10/28;4;2020/03/25;0.68;2020/04/09;4.77;2020/05/18;0.68;2020/11/03;8.86;2020/11/14;16.35;2020/11/27;10.22;2020/12/12;3.41;2021/01/16;4.09;2020/11/14;16.35;2020/10/28;2.73;COM
Biandrate;Casalbeltrame,Recetto,Vicolungo,Casalino,San Pietro Mosezzo,San Nazzaro Sesia;2020/03/25;9;2020/04/16;15;2020/05/18;2;2020/11/03;6;2020/11/20;21;2020/11/27;19;2020/12/12;4;2021/01/16;1;2020/11/20;21;2020/11/20;8;2020/03/25;6.91;2020/04/16;11.52;2020/05/18;1.54;2020/11/03;4.61;2020/11/20;16.13;2020/11/27;14.59;2020/12/12;3.07;2021/01/16;0.77;2020/11/20;16.13;2020/11/20;6.15;COM
BianzÃ¨;Trino,Livorno Ferraris,Moncrivello,Tronzano Vercellese,Borgo d'Ale,Ronsecco;2020/03/25;1;2020/04/17;6;2020/05/18;3;2020/11/03;2;2021/01/13;20;2020/11/27;11;2020/12/12;5;2021/01/16;20;2021/01/13;20;2021/01/13;10;2020/03/25;0.52;2020/04/17;3.13;2020/05/18;1.57;2020/11/03;1.04;2021/01/13;10.44;2020/11/27;5.74;2020/12/12;2.61;2021/01/16;10.44;2021/01/13;10.44;2021/01/13;5.22;COM
Bibiana;Bagnolo Piemonte,Campiglione Fenile,Luserna San Giovanni,Cavour,Bricherasio,Lusernetta;2020/03/25;0;2020/04/05;5;2020/05/18;1;2020/11/03;7;2020/11/27;35;2020/11/27;35;2020/12/12;21;2021/01/16;4;2020/11/27;35;2020/11/08;6;2020/03/25;0.0;2020/04/05;1.44;2020/05/18;0.29;2020/11/03;2.02;2020/11/27;10.11;2020/11/27;10.11;2020/12/12;6.06;2021/01/16;1.16;2020/11/27;10.11;2020/11/08;1.73;COM
Biella;Pralungo,Campiglia Cervo,Tollegno,Occhieppo Inferiore,Ponderano,Pollone,Occhieppo Superiore,Pettinengo,Sordevolo,Zumaglia,Andorno Micca,Candelo,Ronco Biellese,Gaglianico,Vigliano Biellese,Sagliano Micca;2020/03/25;96;2020/04/24;198;2020/05/18;41;2020/11/03;289;2020/11/21;629;2020/11/27;573;2020/12/12;211;2021/01/16;152;2020/11/21;629;2020/11/14;68;2020/03/25;2.18;2020/04/24;4.5;2020/05/18;0.93;2020/11/03;6.57;2020/11/21;14.3;2020/11/27;13.03;2020/12/12;4.8;2021/01/16;3.46;2020/11/21;14.3;2020/11/14;1.55;COM
Bioglio;Piatto,Pettinengo,Camandona,Valdilana,Callabiana,Vallanzengo,Valle San Nicolao,Piedicavallo,Veglio,Tavigliano,Ternengo;2020/03/25;1;2020/04/13;2;2020/05/18;0;2020/11/03;7;2020/11/10;14;2020/11/27;9;2020/12/12;6;2021/01/16;4;2020/11/10;14;2020/12/31;3;2020/03/25;1.13;2020/04/13;2.26;2020/05/18;0.0;2020/11/03;7.9;2020/11/10;15.8;2020/11/27;10.16;2020/12/12;6.77;2021/01/16;4.51;2020/11/10;15.8;2020/12/31;3.39;COM
